Incident_ID,Resource_ID,Open_Time,Close_Time,Severity,Status,Error_Count,SLA_Status
INC5036,VM100202,2026-04-25 12:00:00+00:00,2026-04-25 12:22:00+00:00,HIGH,Closed,9,Met
INC5037,VM100083,2026-03-03 09:00:00+00:00,2026-03-03 10:13:00+00:00,CRITICAL,Closed,20,Breached
INC5038,VM100018,2026-06-15 13:00:00+00:00,2026-06-15 16:42:00+00:00,HIGH,Closed,2,Breached
INC5039,VM100171,2026-05-02 23:00:00+00:00,2026-05-03 01:05:00+00:00,CRITICAL,Closed,3,Met
INC5040,VM100034,2026-06-29 08:00:00+00:00,2026-06-29 10:29:00+00:00,HIGH,Closed,13,Breached
INC5041,VM100027,2026-04-28 22:00:00+00:00,2026-04-28 22:27:00+00:00,MEDIUM,Closed,20,Breached
INC5042,VM100206,2026-06-15 04:00:00+00:00,2026-06-15 04:20:00+00:00,MEDIUM,Closed,20,Breached
INC5043,VM100057,2026-03-23 18:00:00+00:00,2026-03-23 18:41:00+00:00,MEDIUM,Closed,7,Met
INC5044,VM100164,2026-06-03 21:00:00+00:00,2026-06-03 23:05:00+00:00,CRITICAL,Closed,15,Met
INC5045,VM100168,2026-03-09 05:00:00+00:00,2026-03-09 08:15:00+00:00,HIGH,Closed,6,Met
INC5046,VM100202,2026-04-18 11:00:00+00:00,2026-04-18 12:06:00+00:00,CRITICAL,Closed,18,Met
INC5047,VM100118,2026-01-07 00:00:00+00:00,2026-01-07 02:42:00+00:00,LOW,Closed,14,Met
INC5048,VM100087,2026-03-10 22:00:00+00:00,2026-03-11 01:58:00+00:00,LOW,Closed,12,Breached
INC5049,VM100046,2026-06-04 08:00:00+00:00,2026-06-04 08:58:00+00:00,HIGH,Closed,5,Met
INC5050,VM100223,2026-01-05 22:00:00+00:00,2026-01-06 00:34:00+00:00,CRITICAL,Closed,15,Met
INC5051,VM100098,2026-02-28 22:00:00+00:00,2026-02-28 23:12:00+00:00,HIGH,Closed,9,Breached
INC5052,VM100106,2026-04-09 04:00:00+00:00,2026-04-09 06:10:00+00:00,MEDIUM,Closed,9,Met
INC5053,VM100075,2026-04-19 05:00:00+00:00,2026-04-19 07:04:00+00:00,LOW,Closed,9,Breached
INC5054,VM100128,2026-03-03 19:00:00+00:00,2026-03-03 21:15:00+00:00,HIGH,Closed,18,Breached
INC5055,VM100069,2026-01-23 00:00:00+00:00,2026-01-23 02:20:00+00:00,HIGH,Closed,12,Met
INC5056,VM100132,2026-04-10 22:00:00+00:00,2026-04-11 00:08:00+00:00,LOW,Closed,3,Met
INC5057,VM100242,2026-01-15 10:00:00+00:00,2026-01-15 11:20:00+00:00,HIGH,Closed,19,Met
INC5058,VM100196,2026-01-03 08:00:00+00:00,2026-01-03 10:29:00+00:00,HIGH,Closed,12,Breached
INC5059,VM100298,2026-02-04 17:00:00+00:00,2026-02-04 17:30:00+00:00,MEDIUM,Closed,8,Met
INC5060,VM100240,2026-05-10 15:00:00+00:00,2026-05-10 16:46:00+00:00,MEDIUM,Closed,2,Breached
INC5061,VM100134,2026-05-17 13:00:00+00:00,2026-05-17 13:56:00+00:00,LOW,Closed,10,Met
INC5062,VM100144,2026-02-03 15:00:00+00:00,2026-02-03 18:53:00+00:00,HIGH,Closed,13,Breached
INC5063,VM100136,2026-03-10 19:00:00+00:00,2026-03-10 22:52:00+00:00,HIGH,Closed,13,Met
INC5064,VM100078,2026-03-23 23:00:00+00:00,2026-03-24 01:25:00+00:00,CRITICAL,Closed,1,Met
INC5065,VM100094,2026-02-09 01:00:00+00:00,2026-02-09 02:18:00+00:00,LOW,Closed,15,Breached
INC5066,VM100224,2026-02-12 22:00:00+00:00,2026-02-13 00:19:00+00:00,LOW,Closed,15,Met
INC5067,VM100288,2026-04-25 11:00:00+00:00,2026-04-25 14:21:00+00:00,CRITICAL,Closed,14,Breached
INC5068,VM100064,2026-01-30 23:00:00+00:00,2026-01-30 23:57:00+00:00,HIGH,Closed,2,Met
INC5069,VM100087,2026-03-15 05:00:00+00:00,2026-03-15 08:53:00+00:00,HIGH,Closed,18,Met
INC5070,VM100293,2026-05-31 00:00:00+00:00,2026-05-31 02:34:00+00:00,MEDIUM,Closed,13,Met
INC5071,VM100049,2026-03-06 15:00:00+00:00,2026-03-06 18:13:00+00:00,HIGH,Closed,0,Breached
INC5072,VM100202,2026-06-25 21:00:00+00:00,2026-06-25 21:51:00+00:00,HIGH,Closed,18,Met
INC5073,VM100042,2026-03-25 04:00:00+00:00,2026-03-25 04:27:00+00:00,CRITICAL,Closed,15,Breached
INC5074,VM100003,2026-06-11 08:00:00+00:00,2026-06-11 10:52:00+00:00,HIGH,Closed,1,Breached
INC5075,VM100292,2026-03-26 23:00:00+00:00,2026-03-27 02:27:00+00:00,MEDIUM,Closed,6,Met
INC5076,VM100029,2026-06-15 09:00:00+00:00,2026-06-15 10:42:00+00:00,LOW,Closed,17,Breached
INC5077,VM100092,2026-01-25 12:00:00+00:00,2026-01-25 13:25:00+00:00,MEDIUM,Closed,12,Met
INC5078,VM100199,2026-01-07 06:00:00+00:00,2026-01-07 07:01:00+00:00,CRITICAL,Closed,9,Met
INC5079,VM100222,2026-02-01 09:00:00+00:00,2026-02-01 11:25:00+00:00,HIGH,Closed,19,Met
INC5080,VM100189,2026-04-03 21:00:00+00:00,2026-04-03 21:44:00+00:00,MEDIUM,Closed,15,Breached
INC5081,VM100289,2026-04-11 15:00:00+00:00,2026-04-11 16:28:00+00:00,CRITICAL,Closed,2,Breached
INC5082,VM100223,2026-04-06 19:00:00+00:00,2026-04-06 20:07:00+00:00,CRITICAL,Closed,2,Met
INC5083,VM100115,2026-05-13 10:00:00+00:00,2026-05-13 12:18:00+00:00,MEDIUM,Closed,15,Met
INC5084,VM100041,2026-03-17 14:00:00+00:00,2026-03-17 16:11:00+00:00,CRITICAL,Closed,9,Met
INC5085,VM100128,2026-02-03 21:00:00+00:00,2026-02-03 22:36:00+00:00,CRITICAL,Closed,9,Met
INC5086,VM100263,2026-05-23 02:00:00+00:00,2026-05-23 02:31:00+00:00,LOW,Closed,16,Breached
INC5087,VM100292,2026-04-17 03:00:00+00:00,2026-04-17 05:18:00+00:00,HIGH,Closed,11,Breached
INC5088,VM100258,2026-05-31 02:00:00+00:00,2026-05-31 05:36:00+00:00,LOW,Closed,3,Breached
INC5089,VM100202,2026-02-16 05:00:00+00:00,2026-02-16 08:55:00+00:00,LOW,Closed,2,Breached
INC5090,VM100233,2026-03-19 10:00:00+00:00,2026-03-19 12:50:00+00:00,CRITICAL,Closed,19,Breached
INC5091,VM100095,2026-03-30 05:00:00+00:00,2026-03-30 06:14:00+00:00,LOW,Closed,19,Breached
INC5092,VM100274,2026-06-23 03:00:00+00:00,2026-06-23 05:11:00+00:00,LOW,Closed,0,Breached
INC5093,VM100245,2026-01-31 00:00:00+00:00,2026-01-31 01:03:00+00:00,CRITICAL,Closed,12,Breached
INC5094,VM100185,2026-03-20 19:00:00+00:00,2026-03-20 22:48:00+00:00,CRITICAL,Closed,9,Met
INC5095,VM100098,2026-02-03 04:00:00+00:00,2026-02-03 04:23:00+00:00,LOW,Closed,0,Met
INC5096,VM100075,2026-01-08 06:00:00+00:00,2026-01-08 08:23:00+00:00,MEDIUM,Closed,13,Met
INC5097,VM100238,2026-01-24 09:00:00+00:00,2026-01-24 12:37:00+00:00,MEDIUM,Closed,15,Breached
INC5098,VM100079,2026-01-07 03:00:00+00:00,2026-01-07 04:02:00+00:00,CRITICAL,Closed,15,Breached
INC5099,VM100125,2026-01-07 14:00:00+00:00,2026-01-07 16:49:00+00:00,MEDIUM,Closed,9,Breached
INC5100,VM100053,2026-01-15 10:00:00+00:00,2026-01-15 10:22:00+00:00,CRITICAL,Closed,13,Breached
INC5002,VM100181,2026-05-08 18:00:00+00:00,2026-05-08 19:56:00+00:00, HIGH , Closed ,10,Met
