Log_ID,Resource_ID,Log_Source,Log_Timestamp,Security_Event_Count,Carbon_Factor,Cloud_Provider
LOG78,VM100246,AzureMonitor,2026-01-04T06:00:00,4,0.46,GCP
LOG79,VM100273,Stackdriver,2026-01-04T07:00:00,0,0.37,GCP
LOG80,VM100098,Stackdriver,2026-01-04T08:00:00,0,0.46,GCP
LOG81,VM100274,Stackdriver,2026-01-04T09:00:00,2,0.32,GCP
LOG82,VM100271,Stackdriver,2026-01-04T10:00:00,4,0.26,Azure
LOG83,VM100087,Stackdriver,2026-01-04T11:00:00,4,0.52,AWS
LOG84,VM100039,AzureMonitor,2026-01-04T12:00:00,1,0.4,AWS
LOG85,VM100217,AzureMonitor,2026-01-04T13:00:00,3,0.3,AWS
LOG86,VM100174,Stackdriver,2026-01-04T14:00:00,1,0.5,AWS
LOG87,VM100149,AzureMonitor,2026-01-04T15:00:00,3,0.34,AWS
LOG88,VM100002,Stackdriver,2026-01-04T16:00:00,5,0.42,AWS
LOG89,VM100157,Stackdriver,2026-01-04T17:00:00,4,0.5,AWS
LOG90,VM100238,Stackdriver,2026-01-04T18:00:00,3,0.27,AWS
LOG91,VM100236,AzureMonitor,2026-01-04T19:00:00,2,0.36,AWS
LOG92,VM100180,Stackdriver,2026-01-04T20:00:00,1,0.37,AWS
LOG93,VM100052,AzureMonitor,2026-01-04T21:00:00,3,0.31,GCP
LOG94,VM100264,CloudWatch,2026-01-04T22:00:00,3,0.29,Azure
LOG95,VM100004,CloudWatch,2026-01-04T23:00:00,5,0.33,Azure
LOG96,VM100203,AzureMonitor,2026-01-05T00:00:00,2,0.36,AWS
LOG97,VM100275,AzureMonitor,2026-01-05T01:00:00,0,0.55,GCP
LOG98,VM100225,CloudWatch,2026-01-05T02:00:00,1,0.36,Azure
LOG99,VM100003,AzureMonitor,2026-01-05T03:00:00,5,0.31,AWS
LOG100,VM100146,CloudWatch,2026-01-05T04:00:00,1,0.37,GCP
LOG101,VM100170,CloudWatch,2026-01-05T05:00:00,1,0.45,Azure
LOG102,VM100137,CloudWatch,2026-01-05T06:00:00,3,0.4,Azure
LOG103,VM100066,AzureMonitor,2026-01-05T07:00:00,3,0.4,GCP
LOG104,VM100200,CloudWatch,2026-01-05T08:00:00,0,0.54,AWS
LOG105,VM100065,CloudWatch,2026-01-05T09:00:00,2,0.4,GCP
LOG106,VM100122,CloudWatch,2026-01-05T10:00:00,5,0.5,Azure
LOG107,VM100005,AzureMonitor,2026-01-05T11:00:00,3,0.34,Azure
LOG108,VM100043,AzureMonitor,2026-01-05T12:00:00,1,0.44,GCP
LOG109,VM100262,CloudWatch,2026-01-05T13:00:00,1,0.33,AWS
LOG110,VM100135,Stackdriver,2026-01-05T14:00:00,1,0.45,Azure
LOG111,VM100102,AzureMonitor,2026-01-05T15:00:00,5,0.48,AWS
LOG112,VM100258,Stackdriver,2026-01-05T16:00:00,1,0.31,GCP
LOG113,VM100077,CloudWatch,2026-01-05T17:00:00,0,0.29,AWS
LOG114,VM100141,CloudWatch,2026-01-05T18:00:00,1,0.38,GCP
LOG115,VM100103,CloudWatch,2026-01-05T19:00:00,0,0.36,GCP
LOG116,VM100157,Stackdriver,2026-01-05T20:00:00,5,0.54,AWS
LOG117,VM100173,AzureMonitor,2026-01-05T21:00:00,3,0.27,Azure
LOG118,VM100027,AzureMonitor,2026-01-05T22:00:00,0,0.33,Azure
LOG119,VM100180,Stackdriver,2026-01-05T23:00:00,3,0.32,AWS
LOG120,VM100094,CloudWatch,2026-01-06T00:00:00,0,0.27,GCP
LOG121,VM100165,CloudWatch,2026-01-06T01:00:00,2,0.39,GCP
LOG122,VM100052,AzureMonitor,2026-01-06T02:00:00,1,0.33,Azure
LOG123,VM100187,AzureMonitor,2026-01-06T03:00:00,2,0.28,GCP
LOG124,VM100007,Stackdriver,2026-01-06T04:00:00,4,0.48,AWS
LOG125,VM100170,AzureMonitor,2026-01-06T05:00:00,5,0.49,GCP
LOG126,VM100271,Stackdriver,2026-01-06T06:00:00,2,0.32,Azure
LOG127,VM100108,Stackdriver,2026-01-06T07:00:00,3,0.28,AWS
LOG128,VM100067,Stackdriver,2026-01-06T08:00:00,5,0.43,AWS
LOG129,VM100098,CloudWatch,2026-01-06T09:00:00,5,0.38,AWS
LOG130,VM100039,Stackdriver,2026-01-06T10:00:00,4,0.35,GCP
LOG131,VM100243,CloudWatch,2026-01-06T11:00:00,4,0.47,AWS
LOG132,VM100066,CloudWatch,2026-01-06T12:00:00,3,0.42,Azure
LOG133,VM100287,AzureMonitor,2026-01-06T13:00:00,2,0.38,GCP
LOG134,VM100061,AzureMonitor,2026-01-06T14:00:00,0,0.39,GCP
LOG135,VM100258,CloudWatch,2026-01-06T15:00:00,1,0.43,GCP
LOG136,VM100067,AzureMonitor,2026-01-06T16:00:00,0,0.54,AWS
LOG137,VM100098,Stackdriver,2026-01-06T17:00:00,3,0.4,GCP
LOG138,VM100263,CloudWatch,2026-01-06T18:00:00,1,0.38,GCP
LOG139,VM100197,Stackdriver,2026-01-06T19:00:00,3,0.37,Azure
LOG140,VM100106,CloudWatch,2026-01-06T20:00:00,0,0.3,AWS
LOG141,VM100005,Stackdriver,2026-01-06T21:00:00,3,0.4,GCP
LOG142,VM100269,AzureMonitor,2026-01-06T22:00:00,2,0.51,Azure
LOG143,VM100138,Stackdriver,2026-01-06T23:00:00,0,0.3,AWS
LOG144,VM100274,CloudWatch,2026-01-07T00:00:00,2,0.26,AWS
LOG145,VM100143,CloudWatch,2026-01-07T01:00:00,2,0.51,AWS
LOG146,VM100128,CloudWatch,2026-01-07T02:00:00,4,0.28,GCP
LOG147,VM100178,Stackdriver,2026-01-07T03:00:00,4,0.54,Azure
LOG148,VM100043,Stackdriver,2026-01-07T04:00:00,4,0.33,AWS
LOG149,VM100210,Stackdriver,2026-01-07T05:00:00,2,0.35,AWS
LOG150,VM100006,AzureMonitor,2026-01-07T06:00:00,1,0.47,Azure
LOG151,VM100091,AzureMonitor,2026-01-07T07:00:00,0,0.41,GCP
LOG152,VM100055,Stackdriver,2026-01-07T08:00:00,5,0.46,GCP
LOG153,VM100132,Stackdriver,2026-01-07T09:00:00,5,0.43,AWS
LOG154,VM100227,CloudWatch,2026-01-07T10:00:00,2,0.33,GCP
LOG155,VM100203,CloudWatch,2026-01-07T11:00:00,3,0.32,GCP
LOG156,VM100223,AzureMonitor,2026-01-07T12:00:00,1,0.52,AWS
LOG157,VM100254,CloudWatch,2026-01-07T13:00:00,3,0.31,AWS
LOG158,VM100097,Stackdriver,2026-01-07T14:00:00,3,0.53,AWS
LOG159,VM100145,CloudWatch,2026-01-07T15:00:00,2,0.3,AWS
LOG160,VM100202,Stackdriver,2026-01-07T16:00:00,4,0.31,AWS
LOG161,VM100037,AzureMonitor,2026-01-07T17:00:00,1,0.39,GCP
LOG162,VM100207,CloudWatch,2026-01-07T18:00:00,5,0.41,GCP
LOG163,VM100007,Stackdriver,2026-01-07T19:00:00,0,0.36,AWS
LOG164,VM100057,CloudWatch,2026-01-07T20:00:00,5,0.53,AWS
LOG165,VM100128,CloudWatch,2026-01-07T21:00:00,2,0.29,GCP
LOG166,VM100007,CloudWatch,2026-01-07T22:00:00,0,0.41,Azure
LOG167,VM100044,CloudWatch,2026-01-07T23:00:00,1,0.39,GCP
LOG168,VM100228,CloudWatch,2026-01-08T00:00:00,2,0.35,AWS
LOG169,VM100125,CloudWatch,2026-01-08T01:00:00,4,0.46,GCP
LOG170,VM100279,CloudWatch,2026-01-08T02:00:00,0,0.5,AWS
LOG171,VM100279,AzureMonitor,2026-01-08T03:00:00,0,0.4,Azure
LOG172,VM100073,CloudWatch,2026-01-08T04:00:00,1,0.26,Azure
LOG173,VM100198,CloudWatch,2026-01-08T05:00:00,2,0.45,AWS
LOG174,VM100197,Stackdriver,2026-01-08T06:00:00,5,0.5,AWS
LOG175,VM100252,CloudWatch,2026-01-08T07:00:00,0,0.32,Azure
LOG176,VM100183,CloudWatch,2026-01-08T08:00:00,4,0.35,Azure
LOG177,VM100044,CloudWatch,2026-01-08T09:00:00,4,0.3,Azure
LOG178,VM100272,AzureMonitor,2026-01-08T10:00:00,4,0.3,Azure
LOG179,VM100077,Stackdriver,2026-01-08T11:00:00,5,0.34,Azure
LOG180,VM100179,CloudWatch,2026-01-08T12:00:00,2,0.52,GCP
LOG181,VM100189,AzureMonitor,2026-01-08T13:00:00,5,0.49,AWS
LOG182,VM100077,Stackdriver,2026-01-08T14:00:00,1,0.35,Azure
LOG183,VM100229,Stackdriver,2026-01-08T15:00:00,3,0.49,AWS
LOG184,VM100296,AzureMonitor,2026-01-08T16:00:00,5,0.33,AWS
LOG185,VM100166,CloudWatch,2026-01-08T17:00:00,1,0.48,Azure
LOG186,VM100164,AzureMonitor,2026-01-08T18:00:00,3,0.39,Azure
LOG187,VM100171,CloudWatch,2026-01-08T19:00:00,5,0.53,Azure
LOG188,VM100215,Stackdriver,2026-01-08T20:00:00,3,0.41,Azure
LOG189,VM100273,Stackdriver,2026-01-08T21:00:00,1,0.37,GCP
LOG190,VM100216,Stackdriver,2026-01-08T22:00:00,4,0.48,GCP
LOG191,VM100113,Stackdriver,2026-01-08T23:00:00,0,0.32,AWS
LOG192,VM100105,CloudWatch,2026-01-09T00:00:00,2,0.42,AWS
LOG193,VM100057,CloudWatch,2026-01-09T01:00:00,2,0.36,AWS
LOG194,VM100151,AzureMonitor,2026-01-09T02:00:00,1,0.5,GCP
LOG195,VM100216,CloudWatch,2026-01-09T03:00:00,1,0.5,AWS
LOG196,VM100071,CloudWatch,2026-01-09T04:00:00,5,0.46,Azure
LOG197,VM100014,Stackdriver,2026-01-09T05:00:00,3,0.36,GCP
LOG198,VM100055,Stackdriver,2026-01-09T06:00:00,4,0.27,GCP
LOG199,VM100081,CloudWatch,2026-01-09T07:00:00,1,0.36,AWS
LOG200,VM100126,CloudWatch,2026-01-09T08:00:00,0,0.42,Azure
LOG201,VM100077,CloudWatch,2026-01-09T09:00:00,3,0.47,GCP
LOG202,VM100271,Stackdriver,2026-01-09T10:00:00,2,0.39,GCP
LOG203,VM100173,AzureMonitor,2026-01-09T11:00:00,5,0.46,Azure
LOG204,VM100057,CloudWatch,2026-01-09T12:00:00,0,0.51,AWS
LOG205,VM100089,Stackdriver,2026-01-09T13:00:00,1,0.25,Azure
LOG206,VM100233,Stackdriver,2026-01-09T14:00:00,5,0.5,GCP
LOG207,VM100257,AzureMonitor,2026-01-09T15:00:00,5,0.32,AWS
LOG208,VM100140,CloudWatch,2026-01-09T16:00:00,4,0.36,AWS
LOG209,VM100109,AzureMonitor,2026-01-09T17:00:00,4,0.27,Azure
LOG210,VM100095,Stackdriver,2026-01-09T18:00:00,4,0.43,AWS
LOG211,VM100240,AzureMonitor,2026-01-09T19:00:00,2,0.45,Azure
LOG212,VM100195,CloudWatch,2026-01-09T20:00:00,0,0.49,GCP
LOG213,VM100218,CloudWatch,2026-01-09T21:00:00,2,0.28,AWS
LOG214,VM100186,Stackdriver,2026-01-09T22:00:00,2,0.26,Azure
LOG215,VM100084,Stackdriver,2026-01-09T23:00:00,0,0.27,GCP
LOG216,VM100006,AzureMonitor,2026-01-10T00:00:00,1,0.42,GCP
LOG217,VM100017,CloudWatch,2026-01-10T01:00:00,2,0.28,GCP
LOG218,VM100290,CloudWatch,2026-01-10T02:00:00,4,0.55,Azure
LOG219,VM100024,CloudWatch,2026-01-10T03:00:00,2,0.28,Azure
LOG220,VM100005,AzureMonitor,2026-01-10T04:00:00,2,0.54,GCP
LOG221,VM100100,AzureMonitor,2026-01-10T05:00:00,3,0.47,AWS
LOG222,VM100050,AzureMonitor,2026-01-10T06:00:00,3,0.52,GCP
LOG223,VM100052,Stackdriver,2026-01-10T07:00:00,1,0.26,Azure
LOG224,VM100245,Stackdriver,2026-01-10T08:00:00,0,0.34,AWS
LOG225,VM100238,CloudWatch,2026-01-10T09:00:00,5,0.28,GCP
LOG226,VM100119,CloudWatch,2026-01-10T10:00:00,5,0.45,GCP
LOG227,VM100083,Stackdriver,2026-01-10T11:00:00,4,0.55,GCP
LOG228,VM100268,AzureMonitor,2026-01-10T12:00:00,3,0.49,Azure
LOG229,VM100149,AzureMonitor,2026-01-10T13:00:00,4,0.51,Azure
LOG230,VM100021,Stackdriver,2026-01-10T14:00:00,5,0.37,AWS
LOG231,VM100039,CloudWatch,2026-01-10T15:00:00,4,0.44,Azure
LOG232,VM100050,CloudWatch,2026-01-10T16:00:00,1,0.48,Azure
LOG233,VM100281,CloudWatch,2026-01-10T17:00:00,3,0.28,Azure
LOG234,VM100087,AzureMonitor,2026-01-10T18:00:00,1,0.27,GCP
LOG235,VM100187,AzureMonitor,2026-01-10T19:00:00,0,0.27,GCP
LOG236,VM100236,AzureMonitor,2026-01-10T20:00:00,3,0.54,Azure
LOG237,VM100072,CloudWatch,2026-01-10T21:00:00,4,0.4,Azure
LOG238,VM100147,AzureMonitor,2026-01-10T22:00:00,3,0.51,GCP
LOG239,VM100067,AzureMonitor,2026-01-10T23:00:00,2,0.4,GCP
LOG240,VM100161,AzureMonitor,2026-01-11T00:00:00,0,0.45,GCP
LOG241,VM100231,AzureMonitor,2026-01-11T01:00:00,5,0.26,GCP
LOG242,VM100030,Stackdriver,2026-01-11T02:00:00,1,0.46,GCP
LOG243,VM100005,CloudWatch,2026-01-11T03:00:00,0,0.34,AWS
LOG244,VM100292,AzureMonitor,2026-01-11T04:00:00,0,0.32,Azure
LOG245,VM100048,AzureMonitor,2026-01-11T05:00:00,3,0.39,GCP
LOG246,VM100239,CloudWatch,2026-01-11T06:00:00,0,0.3,AWS
LOG247,VM100204,AzureMonitor,2026-01-11T07:00:00,1,0.37,AWS
LOG248,VM100163,AzureMonitor,2026-01-11T08:00:00,4,0.4,GCP
LOG249,VM100244,CloudWatch,2026-01-11T09:00:00,2,0.39,GCP
LOG250,VM100080,AzureMonitor,2026-01-11T10:00:00,1,0.44,Azure
LOG251,VM100291,CloudWatch,2026-01-11T11:00:00,4,0.48,AWS
LOG252,VM100186,AzureMonitor,2026-01-11T12:00:00,3,0.31,AWS
LOG253,VM100012,Stackdriver,2026-01-11T13:00:00,3,0.33,GCP
LOG254,VM100091,CloudWatch,2026-01-11T14:00:00,1,0.27,Azure
LOG255,VM100042,AzureMonitor,2026-01-11T15:00:00,5,0.39,Azure
LOG256,VM100269,CloudWatch,2026-01-11T16:00:00,5,0.52,AWS
LOG257,VM100028,CloudWatch,2026-01-11T17:00:00,3,0.35,Azure
LOG258,VM100085,CloudWatch,2026-01-11T18:00:00,2,0.53,Azure
LOG259,VM100244,Stackdriver,2026-01-11T19:00:00,5,0.49,GCP
LOG260,VM100224,AzureMonitor,2026-01-11T20:00:00,5,0.42,AWS
LOG261,VM100288,Stackdriver,2026-01-11T21:00:00,1,0.27,GCP
LOG262,VM100297,Stackdriver,2026-01-11T22:00:00,1,0.35,GCP
LOG263,VM100163,CloudWatch,2026-01-11T23:00:00,1,0.52,AWS
LOG264,VM100256,AzureMonitor,2026-01-12T00:00:00,0,0.49,GCP
LOG265,VM100209,AzureMonitor,2026-01-12T01:00:00,4,0.47,Azure
LOG266,VM100065,Stackdriver,2026-01-12T02:00:00,3,0.44,GCP
LOG267,VM100050,CloudWatch,2026-01-12T03:00:00,1,0.47,AWS
LOG268,VM100216,Stackdriver,2026-01-12T04:00:00,4,0.48,GCP
LOG269,VM100194,CloudWatch,2026-01-12T05:00:00,2,0.31,AWS
LOG270,VM100296,CloudWatch,2026-01-12T06:00:00,2,0.49,AWS
LOG271,VM100155,AzureMonitor,2026-01-12T07:00:00,4,0.5,AWS
LOG272,VM100256,Stackdriver,2026-01-12T08:00:00,3,0.37,Azure
LOG273,VM100181,Stackdriver,2026-01-12T09:00:00,3,0.41,Azure
LOG274,VM100059,CloudWatch,2026-01-12T10:00:00,3,0.38,AWS
LOG275,VM100284,Stackdriver,2026-01-12T11:00:00,1,0.41,Azure
LOG276,VM100146,Stackdriver,2026-01-12T12:00:00,5,0.45,GCP
LOG277,VM100146,Stackdriver,2026-01-12T13:00:00,4,0.53,AWS
LOG278,VM100045,CloudWatch,2026-01-12T14:00:00,0,0.44,GCP
LOG279,VM100211,CloudWatch,2026-01-12T15:00:00,3,0.47,GCP
LOG280,VM100279,CloudWatch,2026-01-12T16:00:00,5,0.38,GCP
LOG281,VM100017,Stackdriver,2026-01-12T17:00:00,2,0.51,AWS
LOG282,VM100115,AzureMonitor,2026-01-12T18:00:00,4,0.36,AWS
LOG283,VM100241,CloudWatch,2026-01-12T19:00:00,2,0.54,Azure
LOG284,VM100212,Stackdriver,2026-01-12T20:00:00,5,0.49,Azure
LOG285,VM100004,AzureMonitor,2026-01-12T21:00:00,1,0.4,Azure
LOG286,VM100136,AzureMonitor,2026-01-12T22:00:00,3,0.45,AWS
LOG287,VM100213,CloudWatch,2026-01-12T23:00:00,0,0.26,Azure
LOG288,VM100266,Stackdriver,2026-01-13T00:00:00,4,0.35,AWS
LOG289,VM100293,AzureMonitor,2026-01-13T01:00:00,1,0.42,Azure
LOG290,VM100099,Stackdriver,2026-01-13T02:00:00,5,0.37,AWS
LOG291,VM100296,AzureMonitor,2026-01-13T03:00:00,1,0.53,Azure
LOG292,VM100089,AzureMonitor,2026-01-13T04:00:00,2,0.41,Azure
LOG293,VM100119,CloudWatch,2026-01-13T05:00:00,5,0.49,GCP
LOG294,VM100061,Stackdriver,2026-01-13T06:00:00,4,0.49,GCP
LOG295,VM100134,Stackdriver,2026-01-13T07:00:00,1,0.53,AWS
LOG296,VM100048,CloudWatch,2026-01-13T08:00:00,0,0.38,GCP
LOG297,VM100079,CloudWatch,2026-01-13T09:00:00,4,0.46,AWS
LOG298,VM100293,AzureMonitor,2026-01-13T10:00:00,0,0.47,AWS
LOG299,VM100233,Stackdriver,2026-01-13T11:00:00,5,0.48,AWS
LOG300,VM100123,Stackdriver,2026-01-13T12:00:00,1,0.34,GCP
LOG301,VM100126,Stackdriver,2026-01-13T13:00:00,3,0.48,GCP
LOG302,VM100027,AzureMonitor,2026-01-13T14:00:00,0,0.53,GCP
LOG303,VM100012,Stackdriver,2026-01-13T15:00:00,4,0.51,AWS
LOG304,VM100236,Stackdriver,2026-01-13T16:00:00,0,0.28,Azure
LOG305,VM100135,CloudWatch,2026-01-13T17:00:00,0,0.27,Azure
LOG306,VM100107,AzureMonitor,2026-01-13T18:00:00,0,0.4,AWS
LOG307,VM100212,CloudWatch,2026-01-13T19:00:00,3,0.54,AWS
LOG308,VM100108,Stackdriver,2026-01-13T20:00:00,3,0.36,Azure
LOG309,VM100231,CloudWatch,2026-01-13T21:00:00,1,0.34,AWS
LOG310,VM100291,Stackdriver,2026-01-13T22:00:00,4,0.51,AWS
LOG311,VM100176,AzureMonitor,2026-01-13T23:00:00,3,0.55,GCP
LOG312,VM100280,CloudWatch,2026-01-14T00:00:00,1,0.41,Azure
LOG313,VM100063,CloudWatch,2026-01-14T01:00:00,4,0.26,AWS
LOG314,VM100266,Stackdriver,2026-01-14T02:00:00,1,0.31,Azure
LOG315,VM100059,CloudWatch,2026-01-14T03:00:00,0,0.35,AWS
LOG316,VM100043,Stackdriver,2026-01-14T04:00:00,5,0.53,Azure
LOG317,VM100141,AzureMonitor,2026-01-14T05:00:00,1,0.54,Azure
LOG318,VM100283,Stackdriver,2026-01-14T06:00:00,2,0.39,Azure
LOG319,VM100224,Stackdriver,2026-01-14T07:00:00,3,0.53,Azure
LOG320,VM100089,CloudWatch,2026-01-14T08:00:00,5,0.5,GCP
LOG321,VM100144,AzureMonitor,2026-01-14T09:00:00,0,0.43,GCP
LOG322,VM100160,CloudWatch,2026-01-14T10:00:00,1,0.54,Azure
LOG323,VM100222,AzureMonitor,2026-01-14T11:00:00,3,0.43,Azure
LOG324,VM100164,Stackdriver,2026-01-14T12:00:00,0,0.43,Azure
LOG325,VM100103,Stackdriver,2026-01-14T13:00:00,2,0.36,GCP
LOG326,VM100033,AzureMonitor,2026-01-14T14:00:00,1,0.52,GCP
LOG327,VM100130,Stackdriver,2026-01-14T15:00:00,3,0.34,GCP
LOG328,VM100272,AzureMonitor,2026-01-14T16:00:00,3,0.26,AWS
LOG329,VM100166,AzureMonitor,2026-01-14T17:00:00,1,0.36,AWS
LOG330,VM100111,Stackdriver,2026-01-14T18:00:00,2,0.36,Azure
LOG331,VM100063,CloudWatch,2026-01-14T19:00:00,2,0.46,GCP
LOG332,VM100169,CloudWatch,2026-01-14T20:00:00,3,0.42,Azure
LOG333,VM100120,Stackdriver,2026-01-14T21:00:00,0,0.37,GCP
LOG334,VM100109,Stackdriver,2026-01-14T22:00:00,1,0.28,Azure
LOG335,VM100039,Stackdriver,2026-01-14T23:00:00,5,0.38,Azure
LOG336,VM100163,AzureMonitor,2026-01-15T00:00:00,1,0.31,Azure
LOG337,VM100256,CloudWatch,2026-01-15T01:00:00,2,0.38,AWS
LOG338,VM100232,CloudWatch,2026-01-15T02:00:00,4,0.35,Azure
LOG339,VM100122,Stackdriver,2026-01-15T03:00:00,0,0.34,GCP
LOG340,VM100295,CloudWatch,2026-01-15T04:00:00,3,0.34,Azure
LOG341,VM100019,Stackdriver,2026-01-15T05:00:00,4,0.26,GCP
LOG342,VM100009,CloudWatch,2026-01-15T06:00:00,3,0.28,Azure
LOG343,VM100155,AzureMonitor,2026-01-15T07:00:00,2,0.48,Azure
LOG344,VM100041,Stackdriver,2026-01-15T08:00:00,2,0.4,AWS
